"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Sapphire Dreams Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image","Variant Price","Variant Command",Vendor,"Image Src",Status,"Variant Inventory Policy",Metafield:custom.metal_colour,Metafield:custom.metal_info,Metafield:custom.stone_info,Metafield:custom.stone_shape,Metafield:title_tag,Metafield:custom.certification,Metafield:custom.specifications,Metafield:custom.stone_colour,Metafield:custom.stone_specifications,"Variant Inventory Tracker","Variant Fulfillment Service"
SDR-MQNPWG002,maira-green-9ct-white-gold-ring-sdr-mqnpwg002,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Green, Marquise, Rings, White Gold, 9ct White Gold, Solitaire, solitaire,engagement, 4-claw, eng-solitaire-whitegold-marquise-green,christmas2023
, Less than 1.00ct","Maira Marquise Sapphire Ring",Rings,243.78,https://samsgroup.info/pim-images/SDR-MQNPWG002.jpg,1395.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPWG002.jpg;https://samsgroup.info/pim-images/SDR-MQNPWG002_4.jpg;https://samsgroup.info/pim-images/SDR-MQNPWG002_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.89ct Green Sapphire, Marquise",Marquise,"Maira Green Marquise Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.12gm<br>Green Sapphire Marquise Cut 1 = 0.89ct<br>",Green,,shopify,manual
SDR-MQNPWT001,maira-teal-9ct-white-gold-ring-sdr-mqnpwt001,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Teal, Marquise, Rings, White Gold, 9ct White Gold, Solitaire, solitaire,engagement, 4-claw, eng-solitaire-whitegold-marquise-teal,christmas2023
, 1.00ct - 1.49ct","Maira Marquise Sapphire Ring",Rings,264.19,https://samsgroup.info/pim-images/SDR-MQNPWT001.jpg,1495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPWT001.jpg;https://samsgroup.info/pim-images/SDR-MQNPWT001_4.jpg;https://samsgroup.info/pim-images/SDR-MQNPWT001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","1.06ct Teal Sapphire, Marquise",Marquise,"Maira Teal Marquise Shape 9ct White Gold Ring",NO,"9ct White Gold = 1.96gm<br>Teal Sapphire Marquise Cut 1 = 1.06ct<br>",Teal,,shopify,manual
SDR-MQNPWY001,maira-yellow-9ct-white-gold-ring-sdr-mqnpwy001,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Yellow, Marquise, Rings, White Gold, 9ct White Gold, Solitaire, solitaire, engagement, 4-claw, eng-solitaire-whitegold-marquise-yellow,christmas2023
, Less than 1.00ct","Maira Marquise Sapphire Ring",Rings,213.78,https://samsgroup.info/pim-images/SDR-MQNPWY001.jpg,1195.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPWY001.jpg;https://samsgroup.info/pim-images/SDR-MQNPWY001_4.jpg;https://samsgroup.info/pim-images/SDR-MQNPWY001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.64ct Yellow Sapphire, Marquise",Marquise,"Maira Yellow Marquise Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.07gm<br>Yellow Sapphire Marquise Cut 1 = 0.64ct<br>",Yellow,,shopify,manual
SDR-MQNPWY002,maira-yellow-9ct-white-gold-ring-sdr-mqnpwy002,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Yellow, Marquise, Rings, White Gold, 9ct White Gold, Solitaire, solitaire, engagement, 4-claw, eng-solitaire-whitegold-marquise-yellow,christmas2023
, Less than 1.00ct","Maira Marquise Sapphire Ring",Rings,214.99,https://samsgroup.info/pim-images/SDR-MQNPWY002.jpg,1195.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPWY002.jpg;https://samsgroup.info/pim-images/SDR-MQNPWY002_4.jpg;https://samsgroup.info/pim-images/SDR-MQNPWY002_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.65ct Yellow Sapphire, Marquise",Marquise,"Maira Yellow Marquise Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.00gm<br>Yellow Sapphire Marquise Cut 1 = 0.65ct<br>",Yellow,,shopify,manual
SDR-MQNPYG001,maira-green-9ct-yellow-gold-ring-sdr-mqnpyg001,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Green, Marquise, Rings, Yellow Gold, 9ct Yellow Gold, Solitaire, solitaire,engagement, 4-claw, eng-solitaire-yellowgold-marquise-green,christmas2023
, 1.00ct - 1.49ct","Maira Marquise Sapphire Ring",Rings,257.21,https://samsgroup.info/pim-images/SDR-MQNPYG001.jpg,1450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPYG001.jpg;https://samsgroup.info/pim-images/SDR-MQNPYG001_4.jpg;https://samsgroup.info/pim-images/SDR-MQNPYG001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.03ct Green Sapphire, Marquise",Marquise,"Maira Green Marquise Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 1.80gm<br>Green Sapphire Marquise Cut 1 = 1.03ct<br>",Green,,shopify,manual
SDR-MQNPYG002,maira-green-9ct-yellow-gold-ring-sdr-mqnpyg002,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Green, Marquise, Rings, Yellow Gold, 9ct Yellow Gold, Solitaire, solitaire,engagement, 4-claw, eng-solitaire-yellowgold-marquise-green,christmas2023
, 1.00ct - 1.49ct","Maira Marquise Sapphire Ring",Rings,258.40,https://samsgroup.info/pim-images/SDR-MQNPYG002.jpg,1450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPYG002.jpg;https://samsgroup.info/pim-images/SDR-MQNPYG002_4.jpg;https://samsgroup.info/pim-images/SDR-MQNPYG002_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.04ct Green Sapphire, Marquise",Marquise,"Maira Green Marquise Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 1.71gm<br>Green Sapphire Marquise Cut 1 = 1.04ct<br>",Green,,shopify,manual
SDR-MQNPYG005,adelia-green-9ct-yellow-gold-ring-sdr-mqnpyg005,MERGE,"A unique, stylish piece, Adelia showcases a single Australian sapphire, in a bezel setting. This ring has been crafted in 9ct gold metal.",REPLACE,1,REPLACE,"Green, Marquise, Rings, Yellow Gold, 9ct Yellow Gold, Solitaire, eng-solitaire-yellowgold-marquise-green, bezel-set, engagement, solitaire, 1.00ct - 1.49ct","Adelia Marquise Sapphire Ring",Rings,358.79,https://samsgroup.info/pim-images/SDR-MQNPYG005.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPYG005.jpg;https://samsgroup.info/pim-images/SDR-MQNPYG005_4.jpg;https://samsgroup.info/pim-images/SDR-MQNPYG005_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card-cert.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.27ct Green Sapphire, Marquise",Marquise,"Adelia Green Marquise Shape 9ct Yellow Gold Ring",YES,"9ct Yellow Gold = 1.90gm<br>Green Sapphire Marquise Cut 1 = 1.27ct<br>Sapphire Dreams Certificate No. 02230<br>",Green,"ID No.: SDR-MQNPYG005<br>Colour: GREEN<br>Shape: MARQUISE<br>Weight: 1.27ct<br>Size: 10.10x5.20mm<br>Origin: AUSTRALIA",shopify,manual
SDR-MQNPYT002,maira-teal-9ct-yellow-gold-ring-sdr-mqnpyt002,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Teal, Marquise, Rings, Yellow Gold, 9ct Yellow Gold, Solitaire, solitaire, engagement, 4-claw, eng-solitaire-yellowgold-marquise-teal,christmas2023
, Less than 1.00ct","Maira Marquise Sapphire Ring",Rings,252.40,https://samsgroup.info/pim-images/SDR-MQNPYT002.jpg,1450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPYT002.jpg;https://samsgroup.info/pim-images/SDR-MQNPYT002_4.jpg;https://samsgroup.info/pim-images/SDR-MQNPYT002_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.99ct Teal Sapphire, Marquise",Marquise,"Maira Teal Marquise Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 1.84gm<br>Teal Sapphire Marquise Cut 1 = 0.99ct<br>",Teal,,shopify,manual
SDR-MQNPYT004,maira-teal-9ct-yellow-gold-ring-sdr-mqnpyt004,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Teal, Marquise, Rings, Yellow Gold, 9ct Yellow Gold, Solitaire, solitaire, engagement, 4-claw, eng-solitaire-yellowgold-marquise-teal, Less than 1.00ct","Maira Marquise Sapphire Ring",Rings,326.06,https://samsgroup.info/pim-images/SDR-MQNPYT004.jpg,1550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPYT004.jpg;https://samsgroup.info/pim-images/sdr-9-box-card-cert.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.92ct Teal Sapphire, Marquise",Marquise,"Maira Teal Marquise Shape 9ct Yellow Gold Ring",YES,"9ct Yellow Gold = 1.86gm<br>Teal Sapphire Marquise Cut 1 = 0.92ct<br>Sapphire Dreams Certificate No. 03370<br>",Teal,"ID No.: SDR-MQNPYT004<br>Colour: TEAL<br>Shape: MARQUISE<br>Weight: 0.92ct<br>Size: 9.00x4.50mm<br>Origin: AUSTRALIA",shopify,manual
SDR-MQNPYY002,maira-yellow-9ct-yellow-gold-ring-sdr-mqnpyy002,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Yellow, Marquise, Rings, Yellow Gold, 9ct Yellow Gold, Solitaire, solitaire, engagement, 4-claw, eng-solitaire-yellowgold-marquise-yellow,christmas2023
, Less than 1.00ct","Maira Marquise Sapphire Ring",Rings,226.00,https://samsgroup.info/pim-images/SDR-MQNPYY002.jpg,1250.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MQNPYY002.jpg;https://samsgroup.info/pim-images/SDR-MQNPYY002_4.jpg;https://samsgroup.info/pim-images/SDR-MQNPYY002_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.77ct Yellow Sapphire, Marquise",Marquise,"Maira Yellow Marquise Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 1.82gm<br>Yellow Sapphire Marquise Cut 1 = 0.77ct<br>",Yellow,,shopify,manual
SDR-MXNSWP001,nebula-multicolour-18ct-white-gold-ring-sdr-mxnswp001,MERGE,"Unique and bold, the Nebular Ring features a large cluster of sapphires in different cuts and colours, amongst sparkling white diamonds. This piece is sure to make a statement at your next formal event!",REPLACE,1,REPLACE,"Multicolour, Multishape, Rings, White Gold, 18ct White Gold, Multicolour, cluster, sapphire and diamond, multi colour, Less than 1.00ct","Nebula Ring",Rings,1484.41,https://samsgroup.info/pim-images/SDR-MXNSWP001.jpg,6650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MXNSWP001.jpg;https://samsgroup.info/pim-images/SDR-MXNSWP001_4.jpg;https://samsgroup.info/pim-images/SDR-MXNSWP001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.46ct Multicolour Sapphire, Multishape",Multishape,"Nebula Multicolour Multishape Shape 18ct White Gold Ring",NO,"18ct White Gold = 6.98gm<br>Multi Colour and Shape Parti Green Sapphire 15 = 1.49ct<br>Round Brilliant Cut 37 = 0.41ct F/VS<br>",Multicolour,,shopify,manual
SDR-MXNSYB001,nebula-multicolour-18ct-yellow-gold-ring-sdr-mxnsyb001,MERGE,"Unique and bold, the Nebular Ring features a large cluster of sapphires in different cuts and colours, amongst sparkling white diamonds. This piece is sure to make a statement at your next formal event!",REPLACE,1,REPLACE,"Multicolour, Multishape, Rings, Yellow Gold, 18ct Yellow Gold, Multicolour, cluster, sapphire and diamond, multi colour, Less than 1.00ct","Nebula Ring",Rings,1491.18,https://samsgroup.info/pim-images/SDR-MXNSYB001.jpg,6650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MXNSYB001.jpg;https://samsgroup.info/pim-images/SDR-MXNSYB001_4.jpg;https://samsgroup.info/pim-images/SDR-MXNSYB001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.46ct Multicolour Sapphire, Multishape",Multishape,"Nebula Multicolour Multishape Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 7.24gm<br>Multi Colour and Shape Blue Sapphire 15 = 1.49ct<br>Round Brilliant Cut 37 = 0.41ct F/VS<br>",Multicolour,,shopify,manual
SDR-MXNSYY001,nebula-multicolour-18ct-yellow-gold-ring-sdr-mxnsyy001,MERGE,"Unique and bold, the Nebular Ring features a large cluster of sapphires in different cuts and colours, amongst sparkling white diamonds. This piece is sure to make a statement at your next formal event!",REPLACE,1,REPLACE,"Multicolour, Multishape, Rings, Yellow Gold, 18ct Yellow Gold, Multicolour, cluster, sapphire and diamond, multi colour, Less than 1.00ct","Nebula Ring",Rings,1496.25,https://samsgroup.info/pim-images/SDR-MXNSYY001.jpg,6650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-MXNSYY001.jpg;https://samsgroup.info/pim-images/SDR-MXNSYY001_4.jpg;https://samsgroup.info/pim-images/SDR-MXNSYY001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.46ct Multicolour Sapphire, Multishape",Multishape,"Nebula Multicolour Multishape Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 7.24gm<br>Multi Colour and Shape Yellow Sapphire 15 = 1.49ct<br>Round Brilliant Cut 37 = 0.42ct F/VS<br>",Multicolour,,shopify,manual
SDR-OCNPWG001,maira-green-9ct-white-gold-ring-sdr-ocnpwg001,MERGE,"Simple yet beautiful, our Maira Ring makes for the ultimate engagement ring. Featuring an exquisite Australian Sapphire as the feature stone, secured by a simple claw.",REPLACE,1,REPLACE,"Green, Octagonal, Rings, White Gold, 9ct White Gold, Solitaire, solitaire, engagement, eng-solitaire-whitegold-octagonal-green, Less than 1.00ct","Maira Octagonal Sapphire Ring",Rings,362.35,https://samsgroup.info/pim-images/SDR-OCNPWG001.jpg,1595.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-OCNPWG001.jpg;https://samsgroup.info/pim-images/SDR-OCNPWG001_4.jpg;https://samsgroup.info/pim-images/SDR-OCNPWG001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card-cert.jpg,active,deny,"White Gold","9ct White Gold","0.80ct Green Sapphire, Octagonal",Octagonal,"Maira Green Octagonal Shape 9ct White Gold Ring",YES,"9ct White Gold = 2.57gm<br>Green Sapphire Octagonal Cut 1 = 0.80ct<br>Sapphire Dreams Certificate No. 02012<br>MADE IN AUSTRALIA<br>",Green,"ID No.: SDR-OCNPWG001<br>Colour: GREEN<br>Shape: OCTAGONAL<br>Weight: 0.80ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",shopify,manual
SDR-OCNPWP001,amberley-green-18ct-yellow-white-gold-ring-sdr-ocnpwp001,MERGE,"An oval cut Green Parti Sapphire, set in 18ct white gold, surrounded by diamonds in a classic trilogy design, this piece can be the ultimate engagement ring, or daily pop of colour.",REPLACE,1,REPLACE,"Green, Oval, Rings, Yellow Gold, 18ct Yellow & White Gold, Trilogy, Green, Parti, oval, trilogy, engagement, White Gold Metal, 2.00ct - 2.49ct","Amberley Ring",Rings,3873.92,https://samsgroup.info/pim-images/SDR-OCNPWP001.jpg,18495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-OCNPWP001.jpg;https://samsgroup.info/pim-images/SDR-OCNPWP001_4.jpg;https://samsgroup.info/pim-images/SDR-OCNPWP001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card-cert.jpg,active,deny,"Yellow Gold","18ct Yellow & White Gold","2.16ct Green Sapphire, Oval",Oval,"Amberley Green Oval Shape 18ct Yellow & White Gold Ring",YES,"18ct Yellow & White Gold = 6.73gm<br>Green Sapphire Oval Cut 1 = 2.16ct<br>Sapphire Dreams Certificate No. 01028<br>Fancy Cut 2 = 0.60ct H/VS<br>MADE IN AUSTRALIA<br>",Green,"ID No.: SDR-OCNPWP001<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 2.16ct<br>Size: 9.50x7.00mm<br>Origin: AUSTRALIA",shopify,manual
SDR-OVDPYB001,dalveen-blue-sapphire-dreams-certificate-no.-01256-18ct-white-yellow-gold-ring-sdr-ovdpyb001,MERGE,"A gorgeous oval cut, Blue Australian Sapphire, surrounded by a double halo of diamonds and set in 18ct yellow and white gold, Dalveen is luxurious and bold. Whether for a statement pop of colour or a striking engagement ring, Dalveen is unsurpassed.",REPLACE,1,REPLACE,"Unheated, Blue , Oval, Rings, White Gold, 18ct White & Yellow Gold, Engagement, sapphire and diamond, engagement, halo, eng-halo-yellowgold-oval-blue
, 2.50ct - 2.99ct","Dalveen Ring",Rings,2014.98,https://samsgroup.info/pim-images/SDR-OVDPYB001.jpg,9150.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-OVDPYB001.jpg;https://samsgroup.info/pim-images/SDR-OVDPYB001_4.jpg;https://samsgroup.info/pim-images/SDR-OVDPYB001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card-cert.jpg,active,deny,"White Gold","18ct White & Yellow Gold","2.59ct Blue  Sapphire, Oval, Unheated",Oval,"Dalveen Blue Oval Shape 18ct White & Yellow Gold Ring",YES,"18ct White & Yellow Gold = 6.05gm<br>Blue Sapphire Oval Cut 1 = 2.59ct NH<br>Sapphire Dreams Certificate No. 01256<br>Round Brilliant Cut 46 = 0.40ct G/VS<br>","Blue ","ID No.: SDR-OVDPYB001<br>Colour: BLUE <br>Shape: OVAL<br>Weight: 2.59ct<br>Size: 9.00x7.00mm<br>Origin: AUSTRALIA",shopify,manual
SDR-OVNFRB001,indee-blue-9ct-rose-gold-ring-sdr-ovnfrb001,MERGE,"This dainty design is stylish and modern, featuring a gorgeous oval cut Australian Sapphire, the Indee ring is feminine and beautiful. This ring is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,3,REPLACE,"Blue, Oval, Rings, Rose Gold, 9ct Rose Gold, Autumn 22, stackable, 9ct, SUMMERCLEARANCE26,christmas2023
, Less than 1.00ct","Indee Ring",Rings,186.63,https://samsgroup.info/pim-images/SDR-OVNFRB001.jpg,795.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-OVNFRB001.jpg;https://samsgroup.info/pim-images/SDR-OVNFRB001_4.jpg;https://samsgroup.info/pim-images/SDR-OVNFRB001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.24ct Blue Sapphire, Oval",Oval,"Indee Blue Oval Shape 9ct Rose Gold Ring",NO,"9ct Rose Gold = 1.97gm<br>5x3.00mm Blue Sapphire Oval Cut 1 = 0.24ct avg.<br>",Blue,,shopify,manual
SDR-OVNFRT001,indee-teal-9ct-rose-gold-ring-sdr-ovnfrt001,MERGE,"This dainty design is stylish and modern, featuring a gorgeous oval cut Australian Sapphire, the Indee ring is feminine and beautiful. This ring is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,5,REPLACE,"Teal, Oval, Rings, Rose Gold, 9ct Rose Gold, Autumn 22, stackable, 9ct, SUMMERCLEARANCE26,christmas2023
, Less than 1.00ct","Indee Ring",Rings,181.35,https://samsgroup.info/pim-images/SDR-OVNFRT001.jpg,750.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-OVNFRT001.jpg;https://samsgroup.info/pim-images/SDR-OVNFRT001_4.jpg;https://samsgroup.info/pim-images/SDR-OVNFRT001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.29ct Teal Sapphire, Oval",Oval,"Indee Teal Oval Shape 9ct Rose Gold Ring",NO,"9ct Rose Gold = 2.01gm<br>5x3.00mm Teal Sapphire Oval Cut 1 = 0.29ct avg.<br>",Teal,,shopify,manual
SDR-OVNFWB001,indee-blue-9ct-white-gold-ring-sdr-ovnfwb001,MERGE,"This dainty design is stylish and modern, featuring a gorgeous oval cut Australian Sapphire, the Indee ring is feminine and beautiful. This ring is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,3,REPLACE,"Blue, Oval, Rings, White Gold, 9ct White Gold, Autumn 22, stackable, 9ct, SUMMERCLEARANCE26,christmas2023
, Less than 1.00ct","Indee Ring",Rings,194.10,https://samsgroup.info/pim-images/SDR-OVNFWB001.jpg,850.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-OVNFWB001.jpg;https://samsgroup.info/pim-images/SDR-OVNFWB001_4.jpg;https://samsgroup.info/pim-images/SDR-OVNFWB001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.27ct Blue Sapphire, Oval",Oval,"Indee Blue Oval Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.21gm<br>5x3.00mm Blue Sapphire Oval Cut 1 = 0.27ct avg.<br>",Blue,,shopify,manual
SDR-OVNFWY001,indee-yellow-9ct-white-gold-ring-sdr-ovnfwy001,MERGE,"This dainty design is stylish and modern, featuring a gorgeous oval cut Australian Sapphire, the Indee ring is feminine and beautiful. This ring is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,5,REPLACE,"Yellow, Oval, Rings, White Gold, 9ct White Gold, Autumn 22, stackable, 9ct, SUMMERCLEARANCE26,christmas2023
, Less than 1.00ct","Indee Ring",Rings,195.71,https://samsgroup.info/pim-images/SDR-OVNFWY001.jpg,850.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDR-OVNFWY001.jpg;https://samsgroup.info/pim-images/SDR-OVNFWY001_4.jpg;https://samsgroup.info/pim-images/SDR-OVNFWY001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.29ct Yellow Sapphire, Oval",Oval,"Indee Yellow Oval Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.22gm<br>5x3.00mm Yellow Sapphire Oval Cut 1 = 0.29ct avg.<br>",Yellow,,shopify,manual
