"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Sapphire Dreams Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image","Variant Price","Variant Command",Vendor,"Image Src",Status,"Variant Inventory Policy",Metafield:custom.metal_colour,Metafield:custom.metal_info,Metafield:custom.stone_info,Metafield:custom.stone_shape,Metafield:title_tag,Metafield:custom.certification,Metafield:custom.specifications,Metafield:custom.stone_colour,Metafield:custom.stone_specifications,"Variant Inventory Tracker","Variant Fulfillment Service"
SDE-RDHSWT006,vivienne-teal-18ct-white-gold-earrings-sde-rdhswt006,MERGE,"Enhance your earring collection with our exquisite Vivienne Earrings. Featuring exquisite round cut Teal Australian Sapphires, complemented by elegant round cut White Diamonds, Vivienne is the perfect pair of hoop earrings to add glamour and classy elegance to your look. Crafted in 18ct White Gold, a durable and long lasting metal.",REPLACE,5,REPLACE,"Teal, Round, Earrings, White Gold, 18ct White Gold, Earrings, sapphire and diamond, hoops, cluster, christmas2023
, Less than 1.00ct","Vivienne Earrings",Earrings,946.04,https://samsgroup.info/pim-images/SDE-RDHSWT006.jpg,4150.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSWT006.jpg;https://samsgroup.info/pim-images/SDE-RDHSWT006_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSWT006_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSWT006_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.82ct Teal Sapphire, Round",Round,"Vivienne Teal Round Shape 18ct White Gold Earrings",NO,"18ct White Gold = 5.29gm<br>Teal Sapphire Round Brilliant Cut 18 = 0.82ct<br>Round Brilliant Cut 18 = 0.26ct F/VS<br>",Teal,,shopify,manual
SDE-RDHSWT007,everleigh-teal-18ct-white-gold-earrings-sde-rdhswt007,MERGE,"Everleigh is regal and sophisticated, showcasing round cut Teal Australian Sapphires, alongside dazzling White Diamonds in a hoop style earrings setting. Crafted in 18ct White Gold, a durable and long lasting metal, these earrings bring a dash of elegance to any outfit.",REPLACE,6,REPLACE,"Teal, Round, Earrings, White Gold, 18ct White Gold, Earrings, sapphire and diamond, hoops, 1.00ct - 1.49ct","Everleigh Earrings",Earrings,1043.58,https://samsgroup.info/pim-images/SDE-RDHSWT007.jpg,4550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSWT007.jpg;https://samsgroup.info/pim-images/SDE-RDHSWT007_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSWT007_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSWT007_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","1.06ct Teal Sapphire, Round",Round,"Everleigh Teal Round Shape 18ct White Gold Earrings",NO,"18ct White Gold = 5.48gm<br>Teal Sapphire Round Brilliant Cut 14 = 1.06ct<br>Round Brilliant Cut 64 = 0.24ct F/VS<br>",Teal,,shopify,manual
SDE-RDHSWT008,reese-teal-18ct-white-gold-earrings-sde-rdhswt008,MERGE,"A simple hoop style, featuring alternating bezel set teal sapphires and white diamonds, crafted in white gold, the Reese earrings and stylish and elegant, the perfect addition to your daily style.",REPLACE,1,REPLACE,"Teal, Round, Earrings, White Gold, 18ct White Gold, Earrings, hoop, sapphire and diamond, Less than 1.00ct","Reese Earrings",Earrings,636.49,https://samsgroup.info/pim-images/SDE-RDHSWT008.jpg,2750.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSWT008.jpg;https://samsgroup.info/pim-images/SDE-RDHSWT008_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSWT008_5.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.18ct Teal Sapphire, Round",Round,"Reese Teal Round Shape 18ct White Gold Earrings",NO,"18ct White Gold = 3.25gm<br>Teal Sapphire Round Brilliant Cut 6 = 0.18ct<br>Round Brilliant Cut 4 = 0.15ct G/SI<br>",Teal,,shopify,manual
SDE-RDHSWY001,marie-yellow-9ct-white-gold-earrings-sde-rdhswy001,MERGE,"Featuring larger huggie hoops, our Marie earrings showcases a pair of Australian Sapphires with a satin-hammered finish. Marie is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,10,REPLACE,"Yellow, Round, Earrings, White Gold, 9ct White Gold, Autumn 22, hoops, 9ct, SUMMERCLEARANCE24, Less than 1.00ct","Marie Earrings",Earrings,248.28,https://samsgroup.info/pim-images/SDE-RDHSWY001.jpg,1050.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSWY001.jpg;https://samsgroup.info/pim-images/SDE-RDHSWY001_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSWY001_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSWY001_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.29ct Yellow Sapphire, Round",Round,"Marie Yellow Round Shape 9ct White Gold Earrings",NO,"9ct White Gold = 3.59gm<br>3.00mm Yellow Sapphire Round Brilliant Cut 2 = 0.29ct avg.<br>",Yellow,,shopify,manual
SDE-RDHSWY003,aspen-yellow-9ct-white-gold-earrings-sde-rdhswy003,MERGE,"Definitely an eye-catcher, our Aspen earrings feature a single Australian sapphire in each earring. Little hearts dot the sides of the earrings while a trendy hammered and satin finish completes the look. Aspen is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,11,REPLACE,"Yellow, Round, Earrings, White Gold, 9ct White Gold, Autumn 22, hoops, 9ct, set, earrings, SUMMERCLEARANCE24, Less than 1.00ct","Aspen Earrings",Earrings,605.12,https://samsgroup.info/pim-images/SDE-RDHSWY003.jpg,2595.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSWY003.jpg;https://samsgroup.info/pim-images/SDE-RDHSWY003_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSWY003_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSWY003_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.38ct Yellow Sapphire, Round",Round,"Aspen Yellow Round Shape 9ct White Gold Earrings",NO,"9ct White Gold = 10.15gm<br>3.00mm Yellow Sapphire Round Brilliant Cut 2 = 0.38ct avg.<br>",Yellow,,shopify,manual
SDE-RDHSYB001,marie-blue-9ct-yellow-gold-earrings-sde-rdhsyb001,MERGE,"Featuring larger huggie hoops, our Marie earrings showcases a pair of Australian Sapphires with a satin-hammered finish. Marie is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,3,REPLACE,"Blue, Round, Earrings, Yellow Gold, 9ct Yellow Gold, Autumn 22, hoops, 9ct, SUMMERCLEARANCE25, Less than 1.00ct","Marie Earrings",Earrings,256.56,https://samsgroup.info/pim-images/SDE-RDHSYB001.jpg,1095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYB001.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB001_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB001_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB001_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.28ct Blue Sapphire, Round",Round,"Marie Blue Round Shape 9ct Yellow Gold Earrings",NO,"9ct Yellow Gold = 3.31gm<br>3.00mm Blue Sapphire Round Brilliant Cut 2 = 0.28ct avg.<br>",Blue,,shopify,manual
SDE-RDHSYB003,aspen-blue-9ct-yellow-gold-earrings-sde-rdhsyb003,MERGE,"Definitely an eye-catcher, our Aspen earrings feature a single Australian sapphire in each earring. Little hearts dot the sides of the earrings while a trendy hammered and satin finish completes the look. Aspen is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,10,REPLACE,"Blue, Round, Earrings, Yellow Gold, 9ct Yellow Gold, Autumn 22, hoops, 9ct, set, earrings, SUMMERCLEARANCE25, Less than 1.00ct","Aspen Earrings",Earrings,603.25,https://samsgroup.info/pim-images/SDE-RDHSYB003.jpg,2650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYB003.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB003_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB003_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB003_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.38ct Blue Sapphire, Round",Round,"Aspen Blue Round Shape 9ct Yellow Gold Earrings",NO,"9ct Yellow Gold = 9.29gm<br>3.00mm Blue Sapphire Round Brilliant Cut 2 = 0.38ct avg.<br>",Blue,,shopify,manual
SDE-RDHSYB004,angelica-blue-18ct-yellow-gold-earrings-sde-rdhsyb004,MERGE,"A classic diamond hoop earring with a contemporary twist, Angelica features six incredible round cut Blue Australian Sapphires, complemented by sparkling natural White Diamonds to further enhance the vivid Sapphire hues. Crafted in durable 18ct Yellow Gold, these hoop earrings are elegant and stylish, definitely an eye-catcher.",REPLACE,4,REPLACE,"Blue, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, earrings, Less than 1.00ct","Angelica Earrings",Earrings,620.49,https://samsgroup.info/pim-images/SDE-RDHSYB004.jpg,2750.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYB004.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB004_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB004_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB004_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.56ct Blue Sapphire, Round",Round,"Angelica Blue Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 3.20gm<br>Blue Sapphire Round Brilliant Cut 6 = 0.56ct<br>Round Brilliant Cut 4 = 0.17ct F/VS<br>",Blue,,shopify,manual
SDE-RDHSYB006,kailani-blue-18ct-yellow-gold-earrings-sde-rdhsyb006,MERGE,"Our Kailani Earrings is the perfect way to enhance your earring collection. Featuring a brilliant display of round cut Blue Australian Sapphires and natural White Diamonds, this classic pair of hoop earrings will bring subtle glamour to any look. Crafted in 18ct Yellow Gold, a durable and long lasting metal.",REPLACE,1,REPLACE,"Blue, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, Less than 1.00ct","Kailani Earrings",Earrings,483.41,https://samsgroup.info/pim-images/SDE-RDHSYB006.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYB006.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB006_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB006_5.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.37ct Blue Sapphire, Round",Round,"Kailani Blue Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 2.86gm<br>Blue Sapphire Round Brilliant Cut 8 = 0.37ct<br>Round Brilliant Cut 8 = 0.12ct F/VS<br>",Blue,,shopify,manual
SDE-RDHSYB007,vivienne-blue-18ct-yellow-gold-earrings-sde-rdhsyb007,MERGE,"Enhance your earring collection with our exquisite Vivienne Earrings. Featuring exquisite round cut Blue Australian Sapphires, complemented by elegant round cut White Diamonds, Vivienne is the perfect pair of hoop earrings to add glamour and classy elegance to your look. Crafted in 18ct Yellow Gold, a durable and long lasting metal.",REPLACE,5,REPLACE,"Blue, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, cluster, Less than 1.00ct","Vivienne Earrings",Earrings,941.23,https://samsgroup.info/pim-images/SDE-RDHSYB007.jpg,4150.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYB007.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB007_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB007_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB007_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.81ct Blue Sapphire, Round",Round,"Vivienne Blue Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 5.66gm<br>Blue Sapphire Round Brilliant Cut 18 = 0.81ct<br>Round Brilliant Cut 18 = 0.26ct F/VS<br>",Blue,,shopify,manual
SDE-RDHSYB008,clarette-blue-18ct-yellow-gold-earrings-sde-rdhsyb008,MERGE,"Elevate any outfit for your next event with these gorgeous huggie hoop style earrings. Unique and exquisite, the Clarette Earrings feature round cut Blue Australian Sapphires and sparkling natural White Diamonds, set in durable 18ct Yellow Gold.",REPLACE,4,REPLACE,"Blue, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, cluster, pave, set, 1.00ct - 1.49ct","Clarette Earrings",Earrings,1385.84,https://samsgroup.info/pim-images/SDE-RDHSYB008.jpg,6095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYB008.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB008_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB008_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB008_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","1.37ct Blue Sapphire, Round",Round,"Clarette Blue Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 9.34gm<br>Blue Sapphire Round Brilliant Cut 30 = 1.37ct<br>Round Brilliant Cut 30 = 0.43ct F/VS<br>",Blue,,shopify,manual
SDE-RDHSYB009,everleigh-blue-18ct-yellow-gold-earrings-sde-rdhsyb009,MERGE,"Everleigh is regal and sophisticated, showcasing round cut Blue Australian Sapphires, alongside dazzling White Diamonds in a hoop style earrings setting. Crafted in 18ct Yellow Gold, a durable and long lasting metal, these earrings bring a dash of elegance to any outfit.",REPLACE,5,REPLACE,"Blue, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, Less than 1.00ct","Everleigh Earrings",Earrings,1036.82,https://samsgroup.info/pim-images/SDE-RDHSYB009.jpg,4550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYB009.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB009_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB009_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYB009_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.98ct Blue Sapphire, Round",Round,"Everleigh Blue Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 5.79gm<br>Blue Sapphire Round Brilliant Cut 14 = 0.98ct<br>Round Brilliant Cut 64 = 0.24ct F/VS<br>",Blue,,shopify,manual
SDE-RDHSYG001,marie-green-9ct-yellow-gold-earrings-sde-rdhsyg001,MERGE,"Featuring larger huggie hoops, our Marie earrings showcases a pair of Australian Sapphires with a satin-hammered finish. Marie is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,9,REPLACE,"Green, Round, Earrings, Yellow Gold, 9ct Yellow Gold, Autumn 22, hoops, 9ct, SUMMERCLEARANCE26, Less than 1.00ct","Marie Earrings",Earrings,249.97,https://samsgroup.info/pim-images/SDE-RDHSYG001.jpg,1050.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYG001.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG001_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG001_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG001_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.33ct Green Sapphire, Round",Round,"Marie Green Round Shape 9ct Yellow Gold Earrings",NO,"9ct Yellow Gold = 3.31gm<br>3.00mm Green Sapphire Round Brilliant Cut 2 = 0.33ct avg.<br>",Green,,shopify,manual
SDE-RDHSYG003,aspen-green-9ct-yellow-gold-earrings-sde-rdhsyg003,MERGE,"Definitely an eye-catcher, our Aspen earrings feature a single Australian sapphire in each earring. Little hearts dot the sides of the earrings while a trendy hammered and satin finish completes the look. Aspen is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,11,REPLACE,"Green, Round, Earrings, Yellow Gold, 9ct Yellow Gold, Autumn 22, hoops, 9ct, set, earrings, SUMMERCLEARANCE26, Less than 1.00ct","Aspen Earrings",Earrings,596.66,https://samsgroup.info/pim-images/SDE-RDHSYG003.jpg,2550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYG003.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG003_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG003_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG003_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.40ct Green Sapphire, Round",Round,"Aspen Green Round Shape 9ct Yellow Gold Earrings",NO,"9ct Yellow Gold = 9.35gm<br>3.00mm Green Sapphire Round Brilliant Cut 2 = 0.40ct avg.<br>",Green,,shopify,manual
SDE-RDHSYG004,angelica-green-18ct-yellow-gold-earrings-sde-rdhsyg004,MERGE,"A classic diamond hoop earring with a contemporary twist, Angelica features six incredible round cut Green Australian Sapphires, complemented by sparkling natural White Diamonds to further enhance the vivid Sapphire hues. Crafted in durable 18ct Yellow Gold, these hoop earrings are elegant and stylish, definitely an eye-catcher.",REPLACE,4,REPLACE,"Green, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, earrings, christmas2023
, Less than 1.00ct","Angelica Earrings",Earrings,618.89,https://samsgroup.info/pim-images/SDE-RDHSYG004.jpg,2750.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYG004.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG004_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG004_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG004_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.59ct Green Sapphire, Round",Round,"Angelica Green Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 3.33gm<br>Green Sapphire Round Brilliant Cut 6 = 0.59ct<br>Round Brilliant Cut 4 = 0.17ct F/VS<br>",Green,,shopify,manual
SDE-RDHSYG006,vivienne-green-18ct-yellow-gold-earrings-sde-rdhsyg006,MERGE,"Enhance your earring collection with our exquisite Vivienne Earrings. Featuring exquisite round cut Green Australian Sapphires, complemented by elegant round cut White Diamonds, Vivienne is the perfect pair of hoop earrings to add glamour and classy elegance to your look. Crafted in 18ct Yellow Gold, a durable and long lasting metal.",REPLACE,6,REPLACE,"Green, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, cluster, Less than 1.00ct","Vivienne Earrings",Earrings,934.78,https://samsgroup.info/pim-images/SDE-RDHSYG006.jpg,4150.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYG006.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG006_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG006_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG006_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.75ct Green Sapphire, Round",Round,"Vivienne Green Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 5.43gm<br>Green Sapphire Round Brilliant Cut 18 = 0.75ct<br>Round Brilliant Cut 18 = 0.26ct F/VS<br>",Green,,shopify,manual
SDE-RDHSYG007,everleigh-green-18ct-yellow-gold-earrings-sde-rdhsyg007,MERGE,"Everleigh is regal and sophisticated, showcasing round cut Green Australian Sapphires, alongside dazzling White Diamonds in a hoop style earrings setting. Crafted in 18ct Yellow Gold, a durable and long lasting metal, these earrings bring a dash of elegance to any outfit.",REPLACE,4,REPLACE,"Green, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, 1.00ct - 1.49ct","Everleigh Earrings",Earrings,1035.92,https://samsgroup.info/pim-images/SDE-RDHSYG007.jpg,4550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYG007.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG007_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG007_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYG007_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","1.08ct Green Sapphire, Round",Round,"Everleigh Green Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 5.88gm<br>Green Sapphire Round Brilliant Cut 14 = 1.08ct<br>Round Brilliant Cut 64 = 0.25ct F/VS<br>",Green,,shopify,manual
SDE-RDHSYT001,kailani-teal-18ct-yellow-gold-earrings-sde-rdhsyt001,MERGE,"Our Kailani Earrings is the perfect way to enhance your earring collection. Featuring a brilliant display of round cut Teal Australian Sapphires and natural White Diamonds, this classic pair of hoop earrings will bring subtle glamour to any look. Crafted in 18ct Yellow Gold, a durable and long lasting metal.",REPLACE,5,REPLACE,"Teal, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, Less than 1.00ct","Kailani Earrings",Earrings,480.76,https://samsgroup.info/pim-images/SDE-RDHSYT001.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYT001.jpg;https://samsgroup.info/pim-images/SDE-RDHSYT001_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYT001_5.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.35ct Teal Sapphire, Round",Round,"Kailani Teal Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 2.9gm<br>Teal Sapphire Round Brilliant Cut 8 = 0.35ct<br>Round Brilliant Cut 8 = 0.12ct F/VS<br>",Teal,,shopify,manual
SDE-RDHSYT002,clarette-teal-18ct-yellow-gold-earrings-sde-rdhsyt002,MERGE,"Elevate any outfit for your next event with these gorgeous huggie hoop style earrings. Unique and exquisite, the Clarette Earrings feature round cut Teal Australian Sapphires and sparkling natural White Diamonds, set in durable 18ct Yellow Gold.",REPLACE,4,REPLACE,"Teal, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, sapphire and diamond, hoops, cluster, pave, set, 1.00ct - 1.49ct","Clarette Earrings",Earrings,1376.19,https://samsgroup.info/pim-images/SDE-RDHSYT002.jpg,6095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDHSYT002.jpg;https://samsgroup.info/pim-images/SDE-RDHSYT002_4.jpg;https://samsgroup.info/pim-images/SDE-RDHSYT002_5.jpg;https://samsgroup.info/pim-images/SDE-RDHSYT002_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","1.30ct Teal Sapphire, Round",Round,"Clarette Teal Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 9.51gm<br>Teal Sapphire Round Brilliant Cut 30 = 1.30ct<br>Round Brilliant Cut 30 = 0.41ct F/VS<br>",Teal,,shopify,manual
SDE-RDSMBB001,arora-stud-blue-18ct-rose-white-gold-earrings-sde-rdsmbb001,MERGE,"These stud earrings each feature a single Australian sapphire surrounded by beautiful, sparkling white diamonds in a floral arrangement.",REPLACE,1,REPLACE,"Blue, Round, Earrings, Rose Gold, 18ct Rose & White Gold, Earrings, floral, halo, stud, sapphire and diamond, Less than 1.00ct","Arora Stud Earrings",Earrings,1792.65,https://samsgroup.info/pim-images/SDE-RDSMBB001.jpg,7695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSMBB001.jpg;https://samsgroup.info/pim-images/SDE-RDSMBB001_4.jpg;https://samsgroup.info/pim-images/SDE-RDSMBB001_5.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Rose Gold","18ct Rose & White Gold","0.29ct Blue Sapphire, Round",Round,"Arora Stud Blue Round Shape 18ct Rose & White Gold Earrings",NO,"18ct Rose & White Gold = 4.61gm<br>Blue Sapphire Round Brilliant Cut 2 = 0.29ct<br>Round Brilliant Cut 116 = 1.03ct G/SI<br>",Blue,,shopify,manual
SDE-RDSMBM001,lemon-myrtle-fantasy-yellow-18ct-rose-white-gold-earrings-sde-rdsmbm001,MERGE,"These beautiful earrings feature one round cut diamond and two striking, vibrant Australian sapphires, crafted in luxurious 18ct Gold. For an elevated, subtle touch of elegance, the lemon myrtle earrings are the epitome of luxury.",REPLACE,1,REPLACE,"Yellow, Round, Earrings, Rose Gold, 18ct Rose & White Gold, Earrings, Drop earring, floral, multi-colour, christmas2023
, Less than 1.00ct","Lemon Myrtle Fantasy Earrings",Earrings,514.43,https://samsgroup.info/pim-images/SDE-RDSMBM001.jpg,1995.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSMBM001.jpg;https://samsgroup.info/pim-images/SDE-RDSMBM001_4.jpg;https://samsgroup.info/pim-images/SDE-RDSMBM001_5.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Rose Gold","18ct Rose & White Gold","0.26ct Yellow Sapphire, Round",Round,"Lemon Myrtle Fantasy Yellow Round Shape 18ct Rose & White Gold Earrings",NO,"18ct Rose & White Gold = 2.17gm<br>Yellow Sapphire Round Brilliant Cut 2 = 0.26ct<br>Teal Sapphire Round Brilliant Cut 2 = 0.61ct<br>Round Brilliant Cut 2 = 0.07ct F/VS<br>",Yellow,,shopify,manual
SDE-RDSMWM002,sunshine-wattle-yellow-18ct-white-gold-earrings-sde-rdsmwm002,MERGE,"Stylish and contemporary, these earrings feature uniquely cut Sapphires and white diamonds, set in 18ct white gold. Showcasing one beautiful round Teal and one Yellow Australian Sapphire, this piece truly reflects the vibrant range of colours Sapphire Dreams offers.",REPLACE,1,REPLACE,"Yellow, Round, Earrings, White Gold, 18ct White Gold, Earrings, drop earring, Round, Yellow, Teal, sapphire and diamond,  White Gold Metal, multi-colour, Less than 1.00ct","Sunshine Wattle Earrings",Earrings,891.29,https://samsgroup.info/pim-images/SDE-RDSMWM002.jpg,3995.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSMWM002.jpg;https://samsgroup.info/pim-images/SDE-RDSMWM002_4.jpg;https://samsgroup.info/pim-images/SDE-RDSMWM002_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,draft,deny,"White Gold","18ct White Gold","0.38ct Yellow Sapphire, Round",Round,"Sunshine Wattle Yellow Round Shape 18ct White Gold Earrings",NO,"18ct White Gold = 1.59gm<br>Yellow Sapphire Round Brilliant Cut 2 = 0.38ct<br>Teal Sapphire Round Brilliant Cut 2 = 0.61ct<br>Baguette Cut 2 = 0.15ct F/VS<br>Round Brilliant Cut 2 = 0.07ct F/VS<br>",Yellow,,shopify,manual
