"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Pink Kimberley Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image",Metafield:custom.specifications,"Variant Price","Variant Command",Vendor,"Image Src",Status,Metafield:custom.centrecolour,"Variant Inventory Policy","Variant Inventory Tracker","Variant Fulfillment Service"
PKP-RDDMB3101,kimberley-brooklyn-necklace-pkp-rddmb3101,MERGE,"Pulsating with a cluster of gorgeous natural Argyle pink diamonds sets beautifully adorning four oval sparkling white diamonds. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Brooklyn Necklace",Necklaces,6121.18,https://samsgroup.info/pim-images/PKP-RDDMB3101.jpg,"18ct Rose & White Gold = 3.47gm<br>Pink Round Brilliant Cut 10 = 0.24ct 6P/SIAV<br>Oval Cut 4 = 0.74ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",40495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDMB3101.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3101_4.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3101_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDDMB3206,kimberley-orion-necklace-pkp-rddmb3206,MERGE,"An exquisite art deco designed necklace featuring gorgeous Argyle pink diamondsset beautifully with fine white diamonds and crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"classic,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Orion Necklace",Necklaces,2792.14,https://samsgroup.info/pim-images/PKP-RDDMB3206.jpg,"18ct Rose & White Gold = 4.96gm<br>Pink Round Brilliant Cut 18 = 0.19ct 7P/SIAV<br>Round Brilliant Cut 6 = 0.21ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",16495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDMB3206.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3206_4.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3206_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDDMB3207,kimberley-orion-necklace-pkp-rddmb3207,MERGE,"An exquisite art deco designed circular Necklace featuring gorgeous Argyle pink diamonds set beautifully with fine white diamonds and crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"classic,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Orion Necklace",Necklaces,3677.11,https://samsgroup.info/pim-images/PKP-RDDMB3207.jpg,"18ct Rose & White Gold = 4.87gm<br>Pink Round Brilliant Cut 18 = 0.20ct 6P/SIAV<br>Round Brilliant Cut 6 = 0.20ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",20995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDMB3207.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3207_4.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3207_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDDMB3208,kimberley-orion-necklace-pkp-rddmb3208,MERGE,"An exquisite art deco designed circular Necklace featuring gorgeous Argyle pink diamonds set beautifully with fine white diamonds and crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"classic,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Orion Necklace",Necklaces,3540.14,https://samsgroup.info/pim-images/PKP-RDDMB3208.jpg,"18ct Rose & White Gold = 4.80gm<br>Pink Round Brilliant Cut 18 = 0.19ct 7P/SIAV<br>Round Brilliant Cut 6 = 0.19ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",16495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDMB3208.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3208_4.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3208_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDDMB3319,kimberley-skylar-necklace-pkp-rddmb3319,MERGE,"An exquisite art deco designed necklace featuring gorgeous twelve Argyle pink diamonds set beautifully with fine baguette cut white diamonds and crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"Prestige,PK-set,halo,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Skylar Necklace",Necklaces,6262.45,https://samsgroup.info/pim-images/PKP-RDDMB3319.jpg,"18ct Rose & White Gold = 4.44gm<br>Pink Round Brilliant Cut 12 = 0.35ct 6P/SIAV<br>Baguette Cut 20 = 0.58ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",35995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDMB3319.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3319_4.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3319_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDDMB3901,kimberley-cassia-necklace-pkp-rddmb3901,MERGE,"A stunning diamond necklace with fine details and master craftsmanship featuring a delightful Australian Pink Diamond with fancy light colour saturation. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"bloom,floral,, Pink Kimberley Diamonds, 5PR, PR - Pink Rose, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Cassia Necklace",Necklaces,2359.62,https://samsgroup.info/pim-images/PKP-RDDMB3901.jpg,"18ct Rose & White Gold = 7.11gm<br>Pink Round Brilliant Cut 3 = 0.10ct 5PR/SIAV<br>Round Brilliant Cut 13 = 0.34ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",18995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDMB3901.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3901_4.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3901_5.jpg;https://samsgroup.info/pim-images/PKP-RDDMB3901_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,5PR,deny,shopify,manual
PKP-RDDMB4001,kimberley-diadema-necklace-pkp-rddmb4001,MERGE,"A magnificent and unique necklace designed in a modern art-deco style intertwined with an elegant blend of rare Argyle pink diamonds enveloped in an assembly of fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"bloom,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Diadema Necklace",Necklaces,10670.62,https://samsgroup.info/pim-images/PKP-RDDMB4001.jpg,"18ct Rose & White Gold = 7.34gm<br>Pink Round Brilliant Cut 12 = 0.50ct 6P/SIAV<br>Round Brilliant Cut 30 = 1.77ct F/VS<br>",76995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDMB4001.jpg;https://samsgroup.info/pim-images/PKP-RDDMB4001_4.jpg;https://samsgroup.info/pim-images/PKP-RDDMB4001_5.jpg;https://samsgroup.info/pim-images/PKP-RDDMB4001_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDDMB5001,kimberley-dente-di-leone-necklace-pkp-rddmb5001,MERGE,"An elegant and exquisite necklace featuring a beautiful halo of Australian Argyle pink diamonds, surrounded by a floral-inspired assembly of delicate white diamonds. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"Prestige,floral,, Pink Kimberley Diamonds, 6PR, PR - Pink Rose, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Dente Di Leone Necklace",Necklaces,5488.23,https://samsgroup.info/pim-images/PKP-RDDMB5001.jpg,"18ct Rose & White Gold = 9.47gm<br>Pink Round Brilliant Cut 12 = 0.50ct 6PR/SIAV<br>Round Brilliant Cut 72 = 1.40ct F/VS<br>",56995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDMB5001.jpg;https://samsgroup.info/pim-images/PKP-RDDMB5001_4.jpg;https://samsgroup.info/pim-images/PKP-RDDMB5001_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6PR,deny,shopify,manual
PKP-RDDMR0101,kimberley-yavanna-necklace-pkp-rddmr0101,MERGE,"A Tree-Of-Life necklace with stunning Argyle pink diamond leaves. Crafted in 18ct rose gold with an 18ct white gold chain.",REPLACE,2,REPLACE,"bloom,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Yavanna Necklace",Necklaces,934.82,https://samsgroup.info/pim-images/PKP-RDDMR0101.jpg,"18ct Rose Gold = 3.98gm<br>Pink Round Brilliant Cut 13 = 0.09ct FLP/SIAV<br>",4495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDMR0101.jpg;https://samsgroup.info/pim-images/PKP-RDDMR0101_4.jpg;https://samsgroup.info/pim-images/PKP-RDDMR0101_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDDSB0507,kimberley-starflake-necklace-pkp-rddsb0507,MERGE,"A delightful Australian pink diamond with a fancy light colour saturation and brilliance set amongst twelve sparkling white round brilliant cut diamonds",REPLACE,1,REPLACE,"bloom,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Starflake Necklace",Necklaces,3734.74,https://samsgroup.info/pim-images/PKP-RDDSB0507.jpg,"18ct Rose & White Gold = 3.20gm<br>Pink Round Brilliant Cut 1 = 0.13ct 6P/SIAV<br>Round Brilliant Cut 12 = 0.34ct F/VS<br>incl. 18ct White Gold Chain = 1.69gm 45cm<br>",28495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB0507.jpg;https://samsgroup.info/pim-images/PKP-RDDSB0507_4.jpg;https://samsgroup.info/pim-images/PKP-RDDSB0507_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDDSB1503,kimberley-florrie-necklace-pkp-rddsb1503,MERGE,"Stunning Argyle pink diamonds are pave set inside a delicate petal frame of fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"bloom,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Florrie Necklace",Necklaces,2183.27,https://samsgroup.info/pim-images/PKP-RDDSB1503.jpg,"18ct Rose & White Gold = 1.64gm<br>Pink Round Brilliant Cut 7 = 0.12ct 6P/SIAV<br>Round Brilliant Cut 18 = 0.11ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",12495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB1503.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1503_4.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1503_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDDSB1504,kimberley-florrie-necklace-pkp-rddsb1504,MERGE,"Stunning Argyle pink diamonds are pave set inside a delicate petal frame of fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"PK-set,bloom,floral,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Florrie Necklace",Necklaces,2183.27,https://samsgroup.info/pim-images/PKP-RDDSB1504.jpg,"18ct Rose & White Gold = 1.49gm<br>Pink Round Brilliant Cut 7 = 0.12ct 7P/SIAV<br>Round Brilliant Cut 18 = 0.12ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",10495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB1504.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1504_4.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1504_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDDSB1604,kimberley-petula-necklace-pkp-rddsb1604,MERGE,"A beautiful single Argyle pink diamond is set within petals of sparkling fine diamonds. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"bloom,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Petula Necklace",Necklaces,2945.42,https://samsgroup.info/pim-images/PKP-RDDSB1604.jpg,"18ct Rose & White Gold = 2.95gm<br>Pink Round Brilliant Cut 1 = 0.11ct 7P/SIAV<br>Round Brilliant Cut 6 = 0.09ct F/VS<br>incl. 18ct White Gold Chain = 1.76gm 40cm<br>",16495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB1604.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1604_4.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1604_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDDSB1704,kimberley-etoile-de-la-mer-necklace-pkp-rddsb1704,MERGE,"Unique and beautiful, this necklace features an exquisite, round cut Argyle pink diamond, surrounded by pink and white diamonds in a floral constellation.",REPLACE,1,REPLACE,"bloom,floral,pk-set
, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Etoile De La Mer Necklace",Necklaces,3643.45,https://samsgroup.info/pim-images/PKP-RDDSB1704.jpg,"18ct Rose & White Gold = 4.52gm<br>Pink Round Brilliant Cut 1 = 0.08ct 7P/SIAV<br>Pink Round Brilliant Cut 4 = 0.10ct 7P/SIAV<br>Pink Round Brilliant Cut 8 = 0.07ct 7P/SIAV<br>Incl. 18ct White Gold Chain = 1.66gm 46cm<br>",26995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB1704.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1704_4.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDDSB1901,kimberley-bel-echo-necklace-pkp-rddsb1901,MERGE,"This beautiful pendant showcases a delicate circle of sparkling white diamonds, embellished with a luxurious floral arrangement of Argyle pink diamonds and white diamonds. This necklace has been crafted in 18ct white and rose gold.",REPLACE,1,REPLACE,"PK-set,halo,floral,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Bel Echo Necklace",Necklaces,2133.82,https://samsgroup.info/pim-images/PKP-RDDSB1901.jpg,"18ct Rose & White Gold = 3.45gm<br>Pink Round Brilliant Cut 6 = 0.11ct FLP/SIAV<br>Marquise Cut 8 = 0.12ct F/VS<br>Round Brilliant Cut 8 = 0.52ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",9995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB1901.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1901_4.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1901_5.jpg;https://samsgroup.info/pim-images/PKP-RDDSB1901_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDDSB2001,kimberley-laurena-necklace-pkp-rddsb2001,MERGE,"This pendant showcases a single sparkling white diamond, surrounded by a floral halo of beautiful Argyle pink diamonds set in rose gold.
",REPLACE,1,REPLACE,"floral, halo, bloom, pk-set,pk christmas
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Laurena Necklace",Necklaces,1053.78,https://samsgroup.info/pim-images/PKP-RDDSB2001.jpg,"18ct Rose & White Gold = 3.46gm<br>Pink Round Brilliant Cut 4 = 0.12ct FLP/SIAV<br>Round Brilliant Cut 1 = 0.08ct F/VS<br>incl. 18ct White Gold Chain = 1.67gm 46cm<br>",4995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB2001.jpg;https://samsgroup.info/pim-images/PKP-RDDSB2001_4.jpg;https://samsgroup.info/pim-images/PKP-RDDSB2001_5.jpg;https://samsgroup.info/pim-images/PKP-RDDSB2001_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDDSB2101,kimberley-nina-necklace-pkp-rddsb2101,MERGE,"This pendant showcases a single sparkling white diamond, surrounded by a floral halo of beautiful Argyle pink diamonds set in rose gold.
",REPLACE,1,REPLACE,"floral, halo, bloom, pk-set
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Nina Necklace",Necklaces,1573.51,https://samsgroup.info/pim-images/PKP-RDDSB2101.jpg,"18ct Rose & White Gold = 3.88gm<br>Pink Round Brilliant Cut 6 = 0.17ct FLP/SIAV<br>Round Brilliant Cut 1 = 0.19ct F/VS<br>incl. 18ct White Gold Chain = 1.67gm 46cm<br>",7495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB2101.jpg;https://samsgroup.info/pim-images/PKP-RDDSB2101_4.jpg;https://samsgroup.info/pim-images/PKP-RDDSB2101_5.jpg;https://samsgroup.info/pim-images/PKP-RDDSB2101_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDDSB2201,kimberley-nadia-necklace-pkp-rddsb2201,MERGE,"This luxurious pendant features a stunning arrangement of unique Argyle pink diamonds and white diamonds. This piece has been crafted in 18ct rose and white gold
",REPLACE,1,REPLACE,"bloom, floral, prestige, necklace,pk christmas

, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Nadia Necklace",Necklaces,2243.50,https://samsgroup.info/pim-images/PKP-RDDSB2201.jpg,"18ct Rose & White Gold = 3.43gm<br>Pink Round Brilliant Cut 4 = 0.11ct FLP/SIAV<br>Marquise Cut 1 = 0.07ct F/VS<br>Princess Cut 3 = 0.57ct F/VS<br>Pear Shape Cut 1 = 0.08ct F/VS<br>incl. 18ct White Gold Chain = 1.50gm 41cm<br>",10495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB2201.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDDSB2301,kimberley-nadiya-necklace-pkp-rddsb2301,MERGE,"This luxurious pendant features a stunning arrangement of unique Argyle pink diamonds and white diamonds. This piece has been crafted in 18ct rose and white gold
",REPLACE,1,REPLACE,"bloom, floral, prestige, necklace,pk christmas

, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Nadiya Necklace",Necklaces,2130.09,https://samsgroup.info/pim-images/PKP-RDDSB2301.jpg,"18ct Rose & White Gold = 3.51gm<br>Pink Round Brilliant Cut 4 = 0.09ct FLP/SIAV<br>Pear Shape Cut 2 = 0.16ct F/VS<br>Princess Cut 2 = 0.36ct F/VS<br>Marquise Cut 2 = 0.16ct F/VS<br>incl. 18ct White Gold Chain = 1.51gm 42cm<br>",9995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDDSB2301.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMLB0102,kimberley-mavisha-necklace-pkp-rdmlb0102,MERGE,"A stunning organic Necklace featuring a cluster of Argyle pink diamonds in the middle, envelopedwith a petal like white diamond halo. Crafted in 18ct Rose and White Gold.",REPLACE,1,REPLACE,"bloom,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Mavisha Necklace",Necklaces,4000.59,https://samsgroup.info/pim-images/PKP-RDMLB0102.jpg,"18ct Rose & White Gold = 5.80gm<br>Pink Round Brilliant Cut 1 = 0.13ct FLP/SIAV<br>Pink Round Brilliant Cut 16 = 0.41ct FLP/SIAV<br>Round Brilliant Cut 60 = 0.55ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",15495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMLB0102.jpg;https://samsgroup.info/pim-images/PKP-RDMLB0102_4.jpg;https://samsgroup.info/pim-images/PKP-RDMLB0102_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMLB0103,kimberley-mavisha-necklace-pkp-rdmlb0103,MERGE,"A stunning organic necklace featuring a cluster of Argyle pink diamonds in the middle, enveloped with a petal like white diamond halo. Crafted in 18ct Rose and White Gold.",REPLACE,1,REPLACE,"bloom,floral
, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Mavisha Necklace",Necklaces,13974.00,https://samsgroup.info/pim-images/PKP-RDMLB0103.jpg,"18ct Rose & White Gold = 5.37gm<br>Pink Round Brilliant Cut 1 = 0.15ct 6P/SIAV<br>Pink Round Brilliant Cut 16 = 0.41ct 6P/SIAV<br>Round Brilliant Cut 60 = 0.55ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",66495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMLB0103.jpg;https://samsgroup.info/pim-images/PKP-RDMLB0103_4.jpg;https://samsgroup.info/pim-images/PKP-RDMLB0103_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDMMB0312,kimberley-equine-necklace-pkp-rdmmb0312,MERGE,"Made with two beautiful rows of perfectly graduating natural Australian Argyle pink and white diamonds. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"halo,classic,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Equine Necklace",Necklaces,3998.77,https://samsgroup.info/pim-images/PKP-RDMMB0312.jpg,"18ct Rose & White Gold = 5.34gm<br>Pink Round Brilliant Cut 2 = 0.01ct 7P/SIAV<br>Pink Round Brilliant Cut 15 = 0.27ct 7P/SIAV<br>Round Brilliant Cut 22 = 0.44ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",25995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB0312.jpg;https://samsgroup.info/pim-images/PKP-RDMMB0312_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB0312_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDMMB0315,kimberley-equine-necklace-pkp-rdmmb0315,DELETE,"Made with two beautiful rows of perfectly graduating natural Australian Argyle pink and white diamonds. Crafted in 18ct rose and white gold.",REPLACE,0,REPLACE,"classic, halo, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Equine Necklace",Necklaces,2447.97,https://samsgroup.info/pim-images/PKP-RDMMB0315.jpg,"18ct Rose & White Gold = 5.59gm<br>Pink Round Brilliant Cut 2 = 0.04ct FLP/SIAV<br>Pink Round Brilliant Cut 15 = 0.26ct FLP/SIAV<br>Round Brilliant Cut 22 = 0.44ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",11995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB0315.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMMB0407,kimberley-mireya-necklace-pkp-rdmmb0407,MERGE,"A classic double circle necklace featuring a smaller Argyle pink diamond circle that is just touching the larger circle where the white diamonds are set. An homage to unity and an friendship, this necklace is the perfect symbol and gift for a life long companion.",REPLACE,1,REPLACE,"halo,classic,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Mireya Necklace",Necklaces,2565.00,https://samsgroup.info/pim-images/PKP-RDMMB0407.jpg,"18ct Rose & White Gold = 6.09gm<br>Pink Round Brilliant Cut 19 = 0.15ct FLP/SIAV<br>Pink Round Brilliant Cut 3 = 0.03ct FLP/SIAV<br>Round Brilliant Cut 31 = 0.73ct F/VS<br>incl. 18ct White Gold Chain = 1.69gm 47cm<br>",11995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB0407.jpg;https://samsgroup.info/pim-images/PKP-RDMMB0407_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB0407_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMMB0607,kimberley-circlette-necklace-pkp-rdmmb0607,MERGE,"A stunning necklace featuring natural Argyle pink diamonds set with fine white diamonds in acrisp modern circle design. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"classic,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Circlette Necklace",Necklaces,2511.20,https://samsgroup.info/pim-images/PKP-RDMMB0607.jpg,"18ct Rose & White Gold = 3.77gm<br>Pink Round Brilliant Cut 7 = 0.34ct FLP/SIAV<br>Pink Round Brilliant Cut 13 = 0.29ct FLP/SIAV<br>Round Brilliant Cut 45 = 0.33ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",22495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB0607.jpg;https://samsgroup.info/pim-images/PKP-RDMMB0607_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB0607_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMMB1103,kimberley-jenni-necklace-pkp-rdmmb1103,MERGE,"Stunningly rare Argyle pink diamonds are set between interwoven sparkling fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,2,REPLACE,"halo,bloom,floral,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Jenni Necklace",Necklaces,3319.26,https://samsgroup.info/pim-images/PKP-RDMMB1103.jpg,"18ct Rose & White Gold = 5.33gm<br>Pink Round Brilliant Cut 1 = 0.07ct 7P/SIAV<br>Pink Round Brilliant Cut 4 = 0.06ct 7P/SIAV<br>Round Brilliant Cut 88 = 0.94ct F/VS<br>18ct WG Chain = 1.46gm 46.50cm<br>",18495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB1103.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1103_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1103_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
