"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Pink Kimberley Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image",Metafield:custom.specifications,"Variant Price","Variant Command",Vendor,"Image Src",Status,Metafield:custom.centrecolour,"Variant Inventory Policy","Variant Inventory Tracker","Variant Fulfillment Service"
BPE-FLNSB0101,blush-hermione-earrings-bpe-flnsb0101,MERGE,"A lovely pair of flower shaped earrings featuring Argyle pink diamonds. Crafted in 18ct rose & white gold.",REPLACE,10,REPLACE,"BP-set,floral,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Hermione Earrings",Earrings,186.32,https://samsgroup.info/pim-images/BPE-FLNSB0101.jpg,"18ct Rose & White Gold = 0.83gm<br>Pink Round Brilliant Cut 2 = 0.05ct FLP/SI<br>",1095.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-FLNSB0101.jpg;https://samsgroup.info/pim-images/BPE-FLNSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-FLNSB0101_5.jpg;https://samsgroup.info/pim-images/BPE-FLNSB0101_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-FLSSB0101,blush-allegria-earrings-bpe-flssb0101,MERGE,"A stunning Argyle Pink Diamond set in an enchanting floral design adorned by a halo of Argyle Pink Diamonds and brilliant white diamond petals. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"stud,BP-set,floral,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Allegria Earrings",Earrings,694.69,https://samsgroup.info/pim-images/BPE-FLSSB0101.jpg,"18ct Rose & White Gold = 2.62gm<br>Pink Round Brilliant Cut 22 = 0.19ct FLP/SI<br>Round Brilliant Cut 24 = 0.09ct G/SI<br>",4050.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-FLSSB0101.jpg;https://samsgroup.info/pim-images/BPE-FLSSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-FLSSB0101_5.jpg;https://samsgroup.info/pim-images/BPE-FLSSB0101_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-HECSB0101,blush-joy-earrings-bpe-hecsb0101,MERGE,"A beautiful blend of natural Australian Argyle pink diamonds with fine white diamonds set in a heart shaped design",REPLACE,5,REPLACE,"stud,BP-set,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Joy Earrings",Earrings,443.15,https://samsgroup.info/pim-images/BPE-HECSB0101.jpg,"18ct Rose & White Gold = 1.88gm<br>Pink Round Brilliant Cut 6 = 0.07ct FLP/SI<br>Round Brilliant Cut 32 = 0.13ct G/SI<br>",2895.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-HECSB0101.jpg;https://samsgroup.info/pim-images/BPE-HECSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-HECSB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-HENSB0101,blush-yuriko-earrings-bpe-hensb0101,MERGE,"Delicate heart settings featuring Argyle pink diamonds in 18ct rose and white gold. The perfectlittle cute accessory.",REPLACE,7,REPLACE,"stud,BP-set,Petite Collection,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Yuriko Earrings",Earrings,171.82,https://samsgroup.info/pim-images/BPE-HENSB0101.jpg,"18ct Rose & White Gold = 0.69gm<br>Pink Round Brilliant Cut 2 = 0.05ct FLP/SI<br>",1050.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-HENSB0101.jpg;https://samsgroup.info/pim-images/BPE-HENSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-HENSB0101_5.jpg;https://samsgroup.info/pim-images/BPE-HENSB0101_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-HXDSB0201,blush-imperium-earrings-bpe-hxdsb0201,MERGE,"A pair of wonderfully rounded floral earrings featuring Argyle pink diamonds and fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,9,REPLACE,"BP-set,halo,floral,matching-set, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Imperium Earrings",Earrings,873.00,https://samsgroup.info/pim-images/BPE-HXDSB0201.jpg,"18ct Rose & White Gold = 3.28gm<br>Pink Round Brilliant Cut 14 = 0.14ct FLP/SIAV<br>Round Brilliant Cut 24 = 0.13ct G/SI<br>",4395.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-HXDSB0201.jpg;https://samsgroup.info/pim-images/BPE-HXDSB0201_4.jpg;https://samsgroup.info/pim-images/BPE-HXDSB0201_5.jpg;https://samsgroup.info/pim-images/BPE-HXDSB0201_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-HXNSB0101,blush-allora-earrings-bpe-hxnsb0101,MERGE,"Our hexagonal pair of earrings feature Argyle pink diamonds in 18ct rose and white gold. Crafted in 18ct rose and white gold.",REPLACE,10,REPLACE,"stud,BP-set,Petite Collection,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Allora Earrings",Earrings,185.28,https://samsgroup.info/pim-images/BPE-HXNSB0101.jpg,"18ct Rose & White Gold = 0.82gm<br>Pink Round Brilliant Cut 2 = 0.05ct FLP/SI<br>",1095.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-HXNSB0101.jpg;https://samsgroup.info/pim-images/BPE-HXNSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-HXNSB0101_5.jpg;https://samsgroup.info/pim-images/BPE-HXNSB0101_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-MQDSB0101,blush-edith-earrings-bpe-mqdsb0101,MERGE,"A gorgeous blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,2,REPLACE,"halo,floral,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Edith Earrings",Earrings,789.46,https://samsgroup.info/pim-images/BPE-MQDSB0101.jpg,"18ct Rose & White Gold = 3.48gm<br>Pink Round Brilliant Cut 66 = 0.27ct FLP/SI<br>Round Brilliant Cut 16 = 0.11ct G/SI<br>",5050.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-MQDSB0101.jpg;https://samsgroup.info/pim-images/BPE-MQDSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-MQDSB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-OVCPB0101,blush-nellie-earrings-bpe-ovcpb0101,MERGE,"An elegant blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"drop,BP-set,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Nellie Earrings",Earrings,1041.54,https://samsgroup.info/pim-images/BPE-OVCPB0101.jpg,"18ct Rose & White Gold = 3.75gm<br>Pink Round Brilliant Cut 64 = 0.40ct FLP/SI<br>Round Brilliant Cut 32 = 0.16ct G/SI<br>",6650.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-OVCPB0101.jpg;https://samsgroup.info/pim-images/BPE-OVCPB0101_4.jpg;https://samsgroup.info/pim-images/BPE-OVCPB0101_5.jpg;https://samsgroup.info/pim-images/BPE-OVCPB0101_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-OVCSB0101,blush-lea-earrings-bpe-ovcsb0101,MERGE,"A beautiful blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,4,REPLACE,"halo,cluster,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Lea Earrings",Earrings,455.54,https://samsgroup.info/pim-images/BPE-OVCSB0101.jpg,"18ct Rose & White Gold = 1.48gm<br>Pink Round Brilliant Cut 8 = 0.08ct FLP/SI<br>Round Brilliant Cut 28 = 0.11ct G/SI<br>",2995.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-OVCSB0101.jpg;https://samsgroup.info/pim-images/BPE-OVCSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-OVCSB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-OVCSB0201,blush-juliette-earrings-bpe-ovcsb0201,MERGE,"A gorgeous blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,5,REPLACE,"stud,BP-set,floral,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Juliette Earrings",Earrings,469.77,https://samsgroup.info/pim-images/BPE-OVCSB0201.jpg,"18ct Rose & White Gold = 1.93gm<br>Pink Round Brilliant Cut 14 = 0.11ct FLP/SI<br>Round Brilliant Cut 24 = 0.11ct G/SI<br>",2995.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-OVCSB0201.jpg;https://samsgroup.info/pim-images/BPE-OVCSB0201_4.jpg;https://samsgroup.info/pim-images/BPE-OVCSB0201_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-OVCSB0301,blush-odette-earrings-bpe-ovcsb0301,MERGE,"A pair of stunning earrings featuring a beautiful cluster of pave set Australian Argyle pink diamonds surrounded by a halo of white diamonds. Set in 18ct white and rose gold.",REPLACE,3,REPLACE,"stud,BP-set,floral,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Odette Earrings",Earrings,534.62,https://samsgroup.info/pim-images/BPE-OVCSB0301.jpg,"18ct Rose & White Gold = 2.16gm<br>Pink Round Brilliant Cut 14 = 0.13ct FLP/SI<br>Round Brilliant Cut 28 = 0.19ct G/SI<br>",3395.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-OVCSB0301.jpg;https://samsgroup.info/pim-images/BPE-OVCSB0301_4.jpg;https://samsgroup.info/pim-images/BPE-OVCSB0301_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-OVDSB0101,blush-clara-earrings-bpe-ovdsb0101,MERGE,"An exquisite blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,2,REPLACE,"stud,halo,floral,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Clara Earrings",Earrings,706.77,https://samsgroup.info/pim-images/BPE-OVDSB0101.jpg,"18ct Rose & White Gold = 3.17gm<br>Pink Round Brilliant Cut 62 = 0.25ct FLP/SI<br>Round Brilliant Cut 16 = 0.05ct G/SI<br>",4450.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-OVDSB0101.jpg;https://samsgroup.info/pim-images/BPE-OVDSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-OVDSB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-PECDB0101,blush-sundown-earrings-bpe-pecdb0101,MERGE,"A superb blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,4,REPLACE,"drop,halo,christmas 2023
, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Sundown Earrings",Earrings,354.15,https://samsgroup.info/pim-images/BPE-PECDB0101.jpg,"18ct Rose & White Gold = 1.29gm<br>Pink Round Brilliant Cut 4 = 0.02ct FLP/SI<br>Round Brilliant Cut 36 = 0.20ct G/SI<br>",2195.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-PECDB0101.jpg;https://samsgroup.info/pim-images/BPE-PECDB0101_4.jpg;https://samsgroup.info/pim-images/BPE-PECDB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-PECDB0201,blush-penelope-earrings-bpe-pecdb0201,MERGE,"A beautiful blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,3,REPLACE,"drop,BP-set,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Penelope Earrings",Earrings,859.31,https://samsgroup.info/pim-images/BPE-PECDB0201.jpg,"18ct Rose & White Gold = 2.43gm<br>Pink Round Brilliant Cut 14 = 0.29ct FLP/SI<br>Round Brilliant Cut 40 = 0.27ct G/SI<br>",5495.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-PECDB0201.jpg;https://samsgroup.info/pim-images/BPE-PECDB0201_4.jpg;https://samsgroup.info/pim-images/BPE-PECDB0201_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-PECSB0101,blush-talullah-earrings-bpe-pecsb0101,MERGE,"A beautiful blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,7,REPLACE,"stud,BP-set,halo,christmas 2023
, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Talullah Earrings",Earrings,464.15,https://samsgroup.info/pim-images/BPE-PECSB0101.jpg,"18ct Rose & White Gold = 1.62gm<br>Pink Round Brilliant Cut 8 = 0.07ct FLP/SI<br>Round Brilliant Cut 28 = 0.15ct G/SI<br>",2995.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-PECSB0101.jpg;https://samsgroup.info/pim-images/BPE-PECSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-PECSB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-PECSB0201,blush-halla-earrings-bpe-pecsb0201,MERGE,"A stunning pair of teardrop clustered Argyle pink diamonds earrings set inside a dual halo of Argyle Pink and white diamonds. Crafted in 18ct  rose and white gold.",REPLACE,4,REPLACE,"stud,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Halla Earrings",Earrings,1027.69,https://samsgroup.info/pim-images/BPE-PECSB0201.jpg,"18ct Rose & White Gold = 3.86gm<br>Pink Round Brilliant Cut  42 = 0.31ct FLP/SI<br>Round Brilliant Cut  36 = 0.22ct G/SI<br>",6495.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-PECSB0201.jpg;https://samsgroup.info/pim-images/BPE-PECSB0201_4.jpg;https://samsgroup.info/pim-images/BPE-PECSB0201_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-PENSB0301,blush-amelie-earrings-bpe-pensb0301,MERGE,"A delicate pair of pear shaped earrings with round Argyle pink diamonds set within. Crafted in 18ct rose and white gold.",REPLACE,10,REPLACE,"stud,BP-set,Petite Collection,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Amelie Earrings",Earrings,186.32,https://samsgroup.info/pim-images/BPE-PENSB0301.jpg,"18ct Rose & White Gold = 0.83gm<br>Pink Round Brilliant Cut 2 = 0.05ct FLP/SI<br>",1095.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-PENSB0301.jpg;https://samsgroup.info/pim-images/BPE-PENSB0301_4.jpg;https://samsgroup.info/pim-images/BPE-PENSB0301_5.jpg;https://samsgroup.info/pim-images/BPE-PENSB0301_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-PESDB0101,blush-belle-earrings-bpe-pesdb0101,MERGE,"A delicate blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,9,REPLACE,"drop,halo,christmas 2023
, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Belle Earrings",Earrings,450.15,https://samsgroup.info/pim-images/BPE-PESDB0101.jpg,"18ct Rose & White Gold = 1.52gm<br>Pink Round Brilliant Cut 4 = 0.10ct FLP/SI<br>Round Brilliant Cut 28 = 0.18ct G/SI<br>",2895.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-PESDB0101.jpg;https://samsgroup.info/pim-images/BPE-PESDB0101_4.jpg;https://samsgroup.info/pim-images/BPE-PESDB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-PESDB0201,blush-dusk-earrings-bpe-pesdb0201,MERGE,"An elegant blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,8,REPLACE,"drop,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Dusk Earrings",Earrings,459.85,https://samsgroup.info/pim-images/BPE-PESDB0201.jpg,"18ct Rose & White Gold = 1.51gm<br>Pink Round Brilliant Cut 4 = 0.10ct FLP/SI<br>Round Brilliant Cut 28 = 0.17ct G/SI<br>",2995.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-PESDB0201.jpg;https://samsgroup.info/pim-images/BPE-PESDB0201_4.jpg;https://samsgroup.info/pim-images/BPE-PESDB0201_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-PRCSB0101,blush-tess-earrings-bpe-prcsb0101,MERGE,"A perfect blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,3,REPLACE,"stud,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Tess Earrings",Earrings,506.62,https://samsgroup.info/pim-images/BPE-PRCSB0101.jpg,"18ct Rose & White Gold = 1.63gm<br>Pink Round Brilliant Cut 8 = 0.14ct FLP/SI<br>Round Brilliant Cut 32 = 0.19ct G/SI<br>",3295.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-PRCSB0101.jpg;https://samsgroup.info/pim-images/BPE-PRCSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-PRCSB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-RDCPB0101,blush-phoebe-earrings-bpe-rdcpb0101,MERGE,"A gorgeous blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,3,REPLACE,"drop,BP-set,halo,christmas 2023
, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Phoebe Earrings",Earrings,803.23,https://samsgroup.info/pim-images/BPE-RDCPB0101.jpg,"18ct Rose & White Gold = 2.50gm<br>Pink Round Brilliant Cut 50 = 0.31ct FLP/SI<br>Round Brilliant Cut 24 = 0.14ct G/SI<br>",5195.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-RDCPB0101.jpg;https://samsgroup.info/pim-images/BPE-RDCPB0101_4.jpg;https://samsgroup.info/pim-images/BPE-RDCPB0101_5.jpg;https://samsgroup.info/pim-images/BPE-RDCPB0101_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-RDCSB0101,blush-alice-earrings-bpe-rdcsb0101,MERGE,"An exquisite blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,6,REPLACE,"stud,BP-set,halo,christmas 2023
, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Alice Earrings",Earrings,728.00,https://samsgroup.info/pim-images/BPE-RDCSB0101.jpg,"18ct Rose & White Gold = 2.25gm<br>Pink Round Brilliant Cut 14 = 0.27ct FLP/SI<br>Round Brilliant Cut 32 = 0.19ct G/SI<br>",4595.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-RDCSB0101.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0101_4.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-RDCSB0102,blush-lillian-earrings-bpe-rdcsb0102,MERGE,"A beautiful blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,3,REPLACE,"stud,BP-set,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Lillian Earrings",Earrings,786.00,https://samsgroup.info/pim-images/BPE-RDCSB0102.jpg,"18ct Rose & White Gold = 2.09gm<br>Pink Round Brilliant Cut 20 = 0.27ct FLP/SI<br>Round Brilliant Cut 36 = 0.17ct G/SI<br>",5050.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-RDCSB0102.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0102_4.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0102_5.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0102_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-RDCSB0201,blush-emma-earrings-bpe-rdcsb0201,MERGE,"A delicate blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,5,REPLACE,"stud,halo,cluster,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Emma Earrings",Earrings,502.08,https://samsgroup.info/pim-images/BPE-RDCSB0201.jpg,"18ct Rose & White Gold = 1.72gm<br>Pink Round Brilliant Cut 8 = 0.09ct FLP/SI<br>Round Brilliant Cut 28 = 0.14ct G/SI<br>",2750.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-RDCSB0201.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0201_4.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0201_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-RDCSB0301,blush-eloise-earrings-bpe-rdcsb0301,MERGE,"An exquisite blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,21,REPLACE,"stud,BP-set,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Eloise Earrings",Earrings,537.62,https://samsgroup.info/pim-images/BPE-RDCSB0301.jpg,"18ct Rose & White Gold = 1.93gm<br>Pink Round Brilliant Cut 14 = 0.10ct FLP/SI<br>Round Brilliant Cut 32 = 0.13ct G/SI<br>",2950.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-RDCSB0301.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0301_4.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0301_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPE-RDCSB0401,blush-lucy-earrings-bpe-rdcsb0401,MERGE,"A stunning blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,5,REPLACE,"stud,BP-set,floral,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Earrings, Earrings, Rose Gold Metal, Preorder, ","Blush Lucy Earrings",Earrings,424.15,https://samsgroup.info/pim-images/BPE-RDCSB0401.jpg,"18ct Rose & White Gold = 1.55gm<br>Pink Round Brilliant Cut 8 = 0.09ct FLP/SI<br>Round Brilliant Cut 24 = 0.11ct G/SI<br>",2750.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPE-RDCSB0401.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0401_4.jpg;https://samsgroup.info/pim-images/BPE-RDCSB0401_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
